Provider CCN;Hospital Name;Fiscal Year Begin Date;Fiscal Year End Date;number_of_beds
260200;SSM HEALTH ST. JOSEPH HOSPITAL - LSL;01/01/2021;12/31/2021;199
260210;ST. ALEXIUS HOSPITAL;1/19/2021;12/31/2021;178
260214;BELTON REGIONAL MEDICAL CENTER;01/01/2021;12/31/2021;71
260216;ST. LUKES EAST - LEES SUMMIT;01/01/2021;12/31/2021;216
260219;PROGRESS WEST HOSPITAL;01/01/2021;12/31/2021;68
261301;ELLETT MEMORIAL HOSPITAL;06/01/2021;5/31/2022;25
261302;MADISON MEDICAL CENTER;10/01/2020;9/30/2021;144
261303;COMMUNITY HOSPITAL ASSOCIATION  INC.;07/01/2021;6/30/2022;16
261305;PUTNAM COUNTY MEMORIAL HOSPITAL;07/01/2021;6/30/2022;15
261306;SULLIVAN COUNTY MEMORIAL HOSPITAL;11/01/2020;10/31/2021;21
261307;PERSHING MEMORIAL HOSPITAL;07/01/2021;6/30/2022;25
261308;WASHINGTON COUNTY MEMORIAL HOSPITAL;09/01/2021;8/31/2022;25
261309;WRIGHT MEMORIAL HOSPITAL;01/01/2021;12/31/2021;21
261310;SCOTLAND COUNTY MEMORIAL HOSPITAL;07/01/2021;6/30/2022;25
261311;PERRY COUNTY MEMORIAL HOSPITAL;04/01/2021;3/31/2022;25
261312;HARRISON COUNTY COMMUNITY HOSPITAL;04/01/2021;3/31/2022;16
261313;SAMARITAN MEMORIAL HOSPITAL;01/01/2021;12/31/2021;25
261314;HERMANN AREA DISTRICT HOSPITAL;01/01/2021;12/31/2021;24
261315;PARKLAND HLTH CTR - BONNE TERRE;01/01/2021;12/31/2021;3
261316;MERCY HOSPITAL AURORA;07/01/2021;6/30/2022;25
261317;MERCY HOSPITAL CASSVILLE;07/01/2021;6/30/2022;25
261318;SALEM MEMORIAL DISTRICT HOSPITAL;07/01/2021;6/30/2022;43
261319;MERCY HOSPITAL LINCOLN;07/01/2021;6/30/2022;25
261320;LAFAYETTE REGIONAL HEALTH CENTER;10/01/2020;9/30/2021;25
261321;HEDRICK MEDICAL CENTER;01/01/2021;12/31/2021;25
261322;EXCELSIOR SPRINGS HOSPITAL;10/01/2020;9/30/2021;25
261323;CEDAR COUNTY MEMORIAL HOSPITAL;02/01/2021;1/31/2022;25
261324;CASS REGIONAL MEDICAL CENTER;01/01/2021;12/31/2021;35
261325;BARTON COUNTY MEMORIAL HOSPITAL;10/01/2020;9/30/2021;25
261327;RAY COUNTY MEMORIAL HOSPITAL;11/01/2020;10/31/2021;25
261328;NORTHWEST MEDICAL CENTER;07/01/2021;6/30/2022;25
261329;COX-MONETT HOSPITAL;10/01/2020;9/30/2021;25
261330;STE. GENEVIEVE CO. MEMORIAL HOSP;05/01/2021;4/30/2022;25
261331;FREEMAN NEOSHO HOSPITAL;04/01/2021;3/31/2022;25
261332;CARROLL COUNTY HOSPITAL;07/01/2021;6/30/2022;21
261333;PIKE COUNTY MEMORIAL HOSPITAL;07/01/2021;6/30/2022;25
261335;MERCY ST FRANCIS HOSPITAL;07/01/2021;6/30/2022;25
261336;IRON COUNTY HOSPITAL;07/01/2021;6/30/2022;15
261337;MISSOURI BAPTIST SULLIVAN HOSPITAL;01/01/2021;12/31/2021;35
261338;MERCY HOSPITAL CARTHAGE;07/01/2021;6/30/2022;25
261993;PEACE HAVEN ASSOCIATION;09/01/2021;3/31/2022;38
262010;KINDRED HOSPITAL ST. LOUIS;09/01/2021;8/31/2022;98
262013;SSH - ST LOUIS INC.;11/01/2020;10/31/2021;71
262015;LANDMARK HOSPITAL OF CAPE GIRARDEAU;01/01/2021;12/31/2021;30
262016;LANDMARK HOSPITAL OF JOPLIN  LLC;01/01/2021;12/31/2021;30
262017;SSH - SPRINGFIELD INC.;11/01/2020;10/31/2021;44
262018;KINDRED HOSPITAL NORTHLAND;09/01/2021;8/31/2022;50
262019;HEARTLAND LONG TERM ACUTE CARE HOSPI;07/01/2021;6/30/2022;41
262020;LANDMARK HOSPITAL OF COLUMBIA  LLC;01/01/2021;12/31/2021;23
263027;RUSK REHABILITATION HOSPITAL  AN AFF;01/01/2021;12/31/2021;60
263028;THE REHABILITATION INSTITUTE OF ST.;06/01/2021;5/31/2022;136
263029;MERCY REHABILITATION HOSPITAL - ST L;01/01/2021;12/31/2021;90
263030;ST. LUKES REHAB HOSPITAL;01/01/2021;12/31/2021;35
263031;SSM SELECT REHAB ST LOUIS  LLC;07/01/2021;6/30/2022;125
263032;MERCY REHABILITATION HOSPITAL-SPGF;01/01/2021;12/31/2021;60
263033;LANDMARK REHABILITATION HOSPITAL OF;01/01/2021;12/31/2021;16
263301;ST. LOUIS CHILDRENS HOSPITAL;01/01/2021;12/31/2021;417
263302;CHILDRENS MERCY HOSPITAL;07/01/2021;6/30/2022;329
263303;RANKEN JORDAN;07/01/2021;6/30/2022;
263304;SHRINERS HOSPITAL FOR CHILDREN;01/01/2021;12/31/2021;
264004;FULTON STATE HOSPITAL;07/01/2021;6/30/2022;450
264005;SMMHC;07/01/2021;6/30/2022;331
264007;N.W. MO PSYCHIATRIC REHAB CTR;07/01/2021;6/30/2022;108
264008;CENTER FOR BEHAVIORAL MEDICINE;07/01/2021;6/30/2022;65
264010;ST. LOUIS FORENSIC TREATMENT CENTER;07/01/2021;6/30/2022;230
264012;CENTERPOINTE HOSPITAL;01/01/2021;12/31/2021;104
264020;ROYAL OAKS HOSPITAL;07/01/2021;6/30/2022;
264024;LAKELAND REGIONAL HOSPITAL;01/01/2021;12/31/2021;206
264028;HAWTHORN CHILDRENS PSYCH. CTR.;07/01/2021;6/30/2022;
264030;SIGNATURE PSYCH HOSPITAL;01/01/2021;12/31/2021;76
264031;OSAGE BEACH CENTER FOR COGNITIVE DIS;01/01/2021;12/31/2021;16
264032;CENTERPOINTE HOSPITAL OF COLUMBIA;01/01/2021;12/31/2021;80
264033;PERIMETER BEHAVIORAL HOSPITAL OF SP;01/01/2021;12/31/2021;
264034;SOUTHEAST BEHAVIORAL HOSPITAL;06/04/2021;8/31/2021;30
264034;SOUTHEAST BEHAVIORAL HOSPITAL;09/01/2021;8/31/2022;50
270003;ST. PETERS HOSPITAL;06/01/2021;5/31/2022;125
270004;BILLINGS CLINIC;07/01/2021;6/30/2022;299
270012;BENEFIS HOSPITALS  INC.;01/01/2021;12/31/2021;498
270014;ST PATRICK HOSPITAL;01/01/2021;12/31/2021;209
270017;SAINT JAMES HEALTHCARE;01/01/2021;12/31/2021;69
270023;COMMUNITY MEDICAL CENTER;01/01/2021;12/31/2021;151
270032;NORTHERN MONTANA HOSPITAL;07/01/2021;6/30/2022;184
270049;ST VINCENT HEALTHCARE;01/01/2021;12/31/2021;221
270051;LOGAN HEALTH MEDICAL CENTER;04/01/2021;3/31/2022;331
270057;BOZEMAN DEACONESS HEALTH SERVICES;01/01/2021;12/31/2021;124
270074;BLACKFEET COMMUNITY HOSPITAL;10/01/2020;9/30/2021;26
270086;GREAT FALLS CLINIC MEDICAL CENTER;01/01/2021;12/31/2021;20
271300;NORTHEAST MONTANA HEALTHCARE-POPLAR;07/01/2021;6/30/2022;20
271301;FALLON MEDICAL COMPLEX;07/01/2021;6/30/2022;25
271302;DAHL MEMORIAL HEALTHCARE ASSOC.;07/01/2021;6/30/2022;25
271303;GRANITE COUNTY MEDICAL CENTER;07/01/2021;6/30/2022;25
271304;MISSOURI RIVER MEDICAL CENTER;07/01/2021;6/30/2022;25
271305;MCCONE COUNTY HEALTH CENTER;07/01/2021;6/30/2022;25
271306;MOUNTAINVIEW MEDICAL CENTER;07/01/2021;6/30/2022;25
271307;BENEFIS TETON MEDICAL CENTER;01/01/2021;12/31/2021;25
271308;ROOSEVELT MEDICAL CENTER;05/01/2021;4/30/2022;25
271309;PRAIRIE COMMUNITY HOSPITAL;07/01/2021;6/30/2022;25
271310;GARFIELD CO. HEALTH CENTER;07/01/2021;6/30/2022;25
271311;BIG SANDY MEDICAL CENTER;07/01/2021;6/30/2022;8
271312;PHILLIPS COUNTY HOSPITAL;05/01/2021;4/30/2022;6
271313;PIONEER MEDICAL CENTER;07/01/2021;6/30/2022;25
271314;DEER LODGE MEDICAL CENTER;07/01/2021;6/30/2022;16
271315;FORT BELKNAP HEALTH CENTER;10/01/2020;9/30/2021;6
271316;FRANCES MAHON DEACONESS HOSPITAL;07/01/2021;6/30/2022;25
271317;LIVINGSTON HEALTHCARE;07/01/2021;6/30/2022;25
271318;BARRETT HOSPITAL AND HEALTHCARE;07/01/2021;6/30/2022;18
271319;RUBY VALLEY HOSPITAL;11/01/2020;10/31/2021;7
271320;CABINET PEAKS MEDICAL CENTER;04/01/2021;3/31/2022;25
271321;WHEATLAND MEMORIAL HEALTHCARE;01/01/2021;12/31/2021;25
271322;SHERIDAN MEMORIAL HOSPITAL;07/01/2021;6/30/2022;64
271323;CLARK FORK VALLEY HOSPITAL;01/01/2021;12/31/2021;44
271324;PONDERA MEDICAL CENTER;01/01/2021;5/31/2021;79
271324;LOGAN HEALTH CONRAD;06/01/2021;3/31/2022;79
271325;ST LUKE COMMUNITY HOSPITAL;01/01/2021;12/31/2021;100
271326;BEARTOOTH BILLINGS CLINIC;07/01/2021;6/30/2022;10
271327;ROSEBUD COMMUNITY HOSPITAL;07/01/2021;6/30/2022;57
271328;LOGAN HEALTH SHELBY;05/09/2021;3/31/2022;84
271329;MADISON VALLEY MEDICAL CENTER;10/01/2020;9/30/2021;10
271330;STILLWATER BILLINGS CLINIC;07/01/2021;6/30/2022;16
271331;MINERAL COMMUNITY HOSPITAL;07/01/2021;6/30/2022;25
271332;GLENDIVE MEDICAL CENTER INC;07/01/2021;6/30/2022;61
271333;BILLINGS CLINIC BROADWATER;07/01/2021;6/30/2022;25
271334;LIBERTY COUNTY HOSPITAL;07/01/2021;6/30/2022;25
271335;COMMUNITY HOSPITAL OF ANACONDA;01/01/2021;12/31/2021;87
271336;LOGAN HEALTH WHITEFISH;04/01/2021;3/31/2022;25
271337;NORTHERN ROCKIES MEDICAL CENTER;10/01/2020;5/31/2021;20
271338;BIG HORN HOSPITAL;07/01/2021;6/30/2022;18
271339;CROW/NORTHERN CHEYENNE INDIAN HOSPIT;10/01/2020;9/30/2021;24
271340;MARCUS DALY MEMORIAL HOSPITAL;07/01/2021;6/30/2022;31
271341;NORTHEAST MONTANA HEALTH SERVICES;07/01/2021;6/30/2022;82
271342;DANIELS MEMORIAL HOSPITAL;07/01/2021;6/30/2022;25
271343;PROVIDENCE ST JOSEPH MEDICAL CTR;01/01/2021;12/31/2021;22
271344;SIDNEY HEALTH CENTER;07/01/2021;6/30/2022;85
271345;CENTRAL MONTANA MEDICAL CENTER;07/01/2021;6/30/2022;25
271346;ROUNDUP MEMORIAL HEALTHCARE;07/01/2021;6/30/2022;25
271347;HOLY ROSARY HEALTHCARE;01/01/2021;12/31/2021;109
271389;BIG SKY MEDICAL CENTER;01/01/2021;12/31/2021;8
272001;ADVANCED CARE HOSPITAL OF MONTANA;09/01/2021;8/31/2022;40
273025;REHABILITATION HOSPITAL OF MONTANA;01/01/2021;12/31/2021;34
274004;SHODAIR CHILDRENS HOSPITAL;07/01/2021;6/30/2022;86
274086;MONTANA STATE HOSPITAL;07/01/2021;5/18/2022;174
280003;BRYAN MEDICAL CENTER;01/01/2021;12/31/2021;612
280009;CHI HEALTH GOOD SAMARITAN;07/01/2021;6/30/2022;195
280013;THE NEBRASKA MEDICAL CENTER;07/01/2021;6/30/2022;613
280020;CHI HEALTH ST. ELIZABETH;07/01/2021;6/30/2022;137
280023;CHI HEALTH ST. FRANCIS;07/01/2021;6/30/2022;136
280032;MARY LANNING MEMORIAL HOSPITAL ASSOC;01/01/2021;12/31/2021;132
280040;NEBRASKA METHODIST HOSPITAL;01/01/2021;12/31/2021;374
280060;CHI HEALTH CREIGHTON UNIVERSITY BERG;07/01/2021;6/30/2022;389
280061;REGIONAL WEST MEDICAL CENTER;01/01/2021;12/31/2021;158
280065;GREAT PLAINS HEALTH;01/01/2021;12/31/2021;115
280077;FREMONT HEALTH;01/01/2021;12/31/2021;176
280081;CHI HEALTH IMMANUEL;07/01/2021;6/30/2022;252
280105;CHI HEALTH MIDLANDS;07/01/2021;6/30/2022;28
280111;COLUMBUS COMMUNITY HOSPITAL;05/01/2021;4/30/2022;50
280125;FAITH REGIONAL HEALTH SERVICES;01/01/2021;12/31/2021;129
280127;LINCOLN SURGICAL HOSPITAL;01/01/2021;12/31/2021;20
280128;CHI HEALTH NEBRASKA HEART;07/01/2021;6/30/2022;54
280129;NEBRASKA ORTHOPAEDIC HOSPITAL LLC;01/01/2021;12/31/2021;24
280130;CHI HEALTH LAKESIDE;07/01/2021;6/30/2022;114
280131;MIDWEST SURGICAL HOSPITAL;01/01/2021;12/31/2021;19
280132;BELLEVUE MEDICAL CENTER;04/01/2021;3/31/2022;44
280133;NEBRASKA SPINE HOSPITAL;01/01/2021;12/31/2021;34
280134;KEARNEY REGIONAL MEDICAL CENTER;01/01/2021;12/31/2021;93
280139;GRAND ISLAND REGIONAL MEDICAL CENTER;01/01/2021;12/31/2021;60
281300;HARLAN COUNTY HEALTH SYSTEM;01/01/2021;12/31/2021;19
281301;FILLMORE COUNTY HOSPITAL;07/01/2021;6/30/2022;30
281302;PAWNEE COUNTY MEMORIAL HOSPITAL;07/01/2021;6/30/2022;17
281303;NIOBRARA VALLEY HOSPITAL;09/01/2021;8/31/2022;15
281304;THAYER COUNTY HEALTH SERVICES;07/01/2021;6/30/2022;19
281305;KIMBALL COUNTY HOSPITAL;07/01/2021;6/30/2022;15
281306;KEARNEY COUNTY HEALTH SERVICES;07/01/2021;6/30/2022;10
281307;SAUNDERS COUNTY HEALTH SERVICES;07/01/2021;6/30/2022;76
281308;HENDERSON HEALTH CARE SERVICES;07/01/2021;6/30/2022;53
281309;SYRACUSE AREA HEALTH;07/01/2021;6/30/2022;10
281310;REGIONAL WEST GARDEN COUNTY HOSPITAL;01/01/2021;12/31/2021;50
281311;FRANKLIN COUNTY MEMORIAL HOSPITAL;07/01/2021;6/30/2022;14
281312;GENOA COMMUNITY HOSPITAL;07/01/2021;6/30/2022;58
281313;GOTHENBURG MEMORIAL HOSP;07/01/2021;6/30/2022;15
281314;ANNIE JEFFREY MEM. CNTY HLTH. CTR.;07/01/2021;6/30/2022;16
281315;BRODSTONE MEMORIAL HOSPITAL;05/01/2021;4/30/2022;25
281316;WEBSTER COUNTY COMMUNITY HOSPITAL;07/01/2021;6/30/2022;13
281318;MORRILL COUNTY COMMUNITY HOSPITAL;07/01/2021;6/30/2022;20
281319;JEFFERSON COMMUNITY HEALTH CENTER;10/01/2020;9/30/2021;57
281320;MEMORIAL COMMUNITY HEALTH  INC.;10/01/2020;9/30/2021;61
281322;SAINT FRANCIS MEMORIAL HOSPITAL;01/01/2021;12/31/2021;25
281323;CHI HEALTH SCHUYLER;07/01/2021;6/30/2022;25
281324;NEMAHA COUNTY HOSPITAL;05/01/2021;4/30/2022;16
281325;BROWN COUNTY HOSPITAL;07/01/2021;6/30/2022;23
281326;ANTELOPE MEMORIAL HOSPITAL;07/01/2021;6/30/2022;23
281327;COZAD COMMUNITY HOSPITAL;05/01/2021;4/30/2022;20
281328;MERRICK MEDICAL CENTER;01/01/2021;12/31/2021;20
281329;AVERA ST. ANTHONYS HOSPITAL;07/01/2021;6/30/2022;25
281330;WARREN MEMORIAL HOSPITA;10/01/2020;9/30/2021;19
281331;AVERA CREIGHTON HOSPITAL;07/01/2021;6/30/2022;70
281332;BUTLER COUNTY HEALTH CARE CENTER;07/01/2021;6/30/2022;20
281333;ROCK COUNTY HOSPITAL;07/01/2021;6/30/2022;54
281334;BOONE COUNTY HEALTH CENTER;10/01/2020;9/30/2021;25
281335;CALLAWAY DISTRICT HOSPITAL;08/01/2021;7/31/2022;12
281336;YORK GENERAL HOSPITAL INC;10/01/2020;9/30/2021;154
281338;HOWARD COUNTY MEDICAL CENTER;07/01/2021;6/30/2022;10
281339;MEMORIAL HEALTH CARE SYSTEMS;10/01/2020;9/30/2021;24
281340;DUNDY COUNTY HOSPITAL;03/01/2021;2/28/2022;12
281341;CHADRON COMMUNITY HOSPITAL;10/01/2020;9/30/2021;25
281342;SAINT MARYS HOSPITAL;07/01/2021;6/30/2022;18
281343;WEST HOLT MEMORIAL HOSPITAL;07/01/2021;6/30/2022;17
281344;CHERRY COUNTY HOSPITAL;04/01/2021;3/31/2022;25
281345;PROVIDENCE MEDICAL CENTER;01/01/2021;12/31/2021;21
281346;CHI HEALTH PLAINVIEW;07/01/2021;6/30/2022;15
281347;OSMOND GENERAL HOSPITAL;07/01/2021;6/30/2022;20
281348;TRI VALLEY HEALTH SYSTEM;05/01/2021;4/30/2022;20
281349;PENDER COMMUNITY HOSPITAL DISTRICT;07/01/2021;6/30/2022;21
281350;JOHNSON COUNTY HOSPITAL;07/01/2021;6/30/2022;18
281351;CHASE COUNTY COMMUNITY HOSPITAL;07/01/2021;6/30/2022;15
281352;COMMUNITY MEDICAL CENTER  INC.;08/01/2021;7/31/2022;24
281353;VALLEY COUNTY HEALTH SYSTEM;07/01/2021;6/30/2022;16
281354;CRETE AREA MEDICAL CENTER;01/01/2021;12/31/2021;24
281355;OGALLALA COMMUNITY HOSPITAL;01/01/2021;12/31/2021;18
281356;PERKINS COUNTY HEALTH SERVICES;07/01/2021;6/30/2022;70
281357;SIDNEY REGIONAL MEDICAL CENTER;01/01/2021;12/31/2021;80
281358;GORDON MEMORIAL HOSPITAL DISTRICT;07/01/2021;6/30/2022;57
281359;MEMORIAL COMMUNITY HOSPITAL;01/01/2021;12/31/2021;21
281360;BOX BUTTE GENERAL HOSPITAL;07/01/2021;6/30/2022;25
281361;LEXINGTON REGIONAL HEALTH CENTER;07/01/2021;6/30/2022;25
281362;PHELPS MEMORIAL HEALTH CENTER;01/01/2021;12/31/2021;25
281363;COMMUNITY HOSPITAL ASSOCOCIATION;07/01/2021;6/30/2022;25
281364;BEATRICE COMMUNITY HOSPITAL;10/01/2020;9/30/2021;25
281365;JENNIE M. MELHAM MEMORIAL MED CENTER;10/01/2020;9/30/2021;23
282000;MADONNA REHABILITATION LTC HOSPITAL;07/01/2021;6/30/2022;77
282001;SSH - OMAHA  INC.;07/01/2021;6/30/2022;52
282002;SSH - LINCOLN;02/01/2021;10/21/2021;24
282003;MADONNA REHAB OMAHA LTC HOSPITAL;07/01/2021;6/30/2022;108
283025;MADONNA REHABILITATION HOSPITAL;07/01/2021;6/30/2022;193
283300;BOYS TOWN NATIONAL RESEARCH HOSPITAL;01/01/2021;12/31/2021;52
283301;CHILDRENS HOSPITAL & MEDICAL CENTER;01/01/2021;12/31/2021;173
284003;LINCOLN REGIONAL CENTER;07/01/2021;6/30/2022;
284009;DOUGLAS COUNTY HOSPITAL;07/01/2021;6/30/2022;270
290001;RENOWN REGIONAL MEDICAL CENTER;07/01/2021;6/30/2022;509
290003;SUNRISE HOSPITAL AND MEDICAL CENTER;02/01/2021;1/31/2022;718
290005;NORTH VISTA HOSPITAL;01/01/2021;12/31/2021;206
290007;UNIVERSITY MEDICAL CENTER;07/01/2021;6/30/2022;514
290008;NORTHEASTERN NEVADA REGIONAL HOSPITA;07/01/2021;6/30/2022;59
290009;ST MARYS REGIONAL MEDICAL CENTER;01/01/2021;12/31/2021;380
290012;ST. ROSE DOMINICAN - DELIMA;07/01/2021;6/30/2022;10
290019;CARSON TAHOE REGIONAL HEALTHCARE;01/01/2021;12/31/2021;211
290021;VALLEY HOSPITAL MEDICAL CENTER;01/01/2021;12/31/2021;297
290022;DESERT SPRINGS HOSPITAL MEDICAL CNTR;01/01/2021;12/31/2021;246
290032;NORTHERN NEVADA MEDICAL CENTER;01/01/2021;12/31/2021;124
290039;MOUNTAIN VIEW HOSPITAL;01/01/2021;12/31/2021;417
290041;SUMMERLIN HOSPITAL MEDICAL CENTER;01/01/2021;12/31/2021;438
290042;THI OF NEVADA AT LAS VEGAS I;01/01/2021;12/31/2021;
290045;ST. ROSE DOMINICAN - SIENA;07/01/2021;6/30/2022;326
290046;SPRING VALLEY HOSPITAL MEDICAL CNTR;01/01/2021;12/31/2021;338
290047;SOUTHERN HILLS HOSPITAL & MEDICAL CT;02/01/2021;1/31/2022;265
290049;RENOWN SOUTH MEADOWS MED CTR;07/01/2021;6/30/2022;138
290053;ST. ROSE DOMINICAN - SAN MARTIN;07/01/2021;6/30/2022;130
290054;CENTENNIAL HILLS HOSPITAL;01/01/2021;12/31/2021;309
290057;HENDERSON HOSPITAL;01/01/2021;12/31/2021;200
290058;DIGINTY HEALTH ST ROSE DOMINICAN;01/01/2021;12/31/2021;32
291300;MT. GRANT GENERAL HOSPITAL;07/01/2021;6/30/2022;35
291301;INCLINE VILLAGE HOSPITAL;07/01/2021;6/30/2022;4
291302;WILLIAM BEE RIRIE HOSPITAL;07/01/2021;6/30/2022;25
291303;BATTLE MOUNTAIN GENERAL HOSPITAL;07/01/2021;6/30/2022;30
291304;PERSHING GENERAL HOSPITAL;07/01/2021;6/30/2022;38
291306;CARSON VALLEY MEDICAL CENTER;01/01/2021;12/31/2021;23
291307;MESA VIEW REGIONAL HOSPITAL;08/01/2021;7/31/2022;25
291308;HUMBOLDT GENERAL HOSPITAL;07/01/2021;6/30/2022;67
291309;BOULDER CITY HOSPITAL;01/01/2021;12/31/2021;82
291311;DESERT VIEW REGIONAL MEDICAL CENTER;01/01/2021;12/31/2021;25
291312;GROVER C DILS MEDICAL CENTER;07/01/2021;6/30/2022;20
291313;BANNER CHURCHILL COMMUNITY HOSPITAL;01/01/2021;12/31/2021;25
291314;SOUTH LYON MEDICAL CENTER;04/01/2021;3/31/2022;63
292002;KINDRED HOSPITAL LAS VEGAS;09/01/2021;8/31/2022;226
292003;HORIZON SPEC HOSPITAL-LAS VEGAS;06/01/2021;5/31/2022;238
292004;PAM SPECIALTY HOSPITAL OF SPARKS;09/01/2021;8/31/2022;21
292006;PAM SPECIALTY HOSPITAL OF LAS VEGAS;09/01/2021;8/31/2022;70
292007;LAS VEGAS AMG SPECIALTY HOSPITAL;09/01/2021;8/31/2022;24
292008;CARSON TAHOE CONTINUING CARE HOSPITA;01/01/2021;12/31/2021;29
293026;ENCOMPASS HEALTH REHABILITATION HOSP;01/01/2021;12/31/2021;79
293032;ENCOMPASS HEALTH REHABILITATION HOSP;01/01/2021;12/31/2021;90
293033;ENCOMPASS HEALTH REHABILITATION HOSP;01/01/2021;12/31/2021;50
293034;PAM REHAB HOSP OF CENTENNIAL HILLS;01/01/2021;12/31/2021;45
293035;DIGNITY HEALTH REHABILITATION HOSPIT;04/01/2021;3/31/2022;60
294000;NORTHERN NEVADA ADULT MENTAL HEALTH;07/01/2021;6/30/2022;70
294002;SOUTHERN NEVADA ADULT MENTAL HEALTH;07/01/2021;6/30/2022;289
294003;WEST HILLS HOSPITAL;11/01/2020;12/19/2021;95
294010;SPRING MOUNTAIN SAHARA;01/01/2021;12/31/2021;30
294011;SPRING MOUNTAIN TREATMENT CENTER;01/01/2021;12/31/2021;110
294012;SEVEN HILLS BEHAVIORAL INSTITUTE;07/01/2021;6/30/2022;134
294013;DESERT PARKWAY BEHAVIORAL HEALTHCARE;01/01/2021;12/31/2021;152
294014;SANA BEHAVIORAL HEALTH LAS VEGAS;01/01/2021;12/31/2021;19
294015;RENO BEHAVIORAL HEALTHCARE HOSPITAL;01/01/2021;12/31/2021;124
300001;CONCORD HOSPITAL  INC.;10/01/2020;9/30/2021;221
300003;MARY HITCHCOCK MEMORIAL HOSP;07/01/2021;6/30/2022;422
300005;LAKES REGION GENERAL HOSPITAL;10/01/2020;4/30/2021;96
300005;CONCORD HOSPITAL - LACONIA;05/01/2021;9/30/2021;86
300011;ST. JOSEPH HOSPITAL;01/01/2021;12/31/2021;208
300012;ELLIOT HOSPITAL;07/01/2021;6/30/2022;260
300014;FRISBIE MEMORIAL HOSPITAL;03/01/2021;2/28/2022;68
300017;PARKLAND MEDICAL CENTER;08/01/2021;7/31/2022;86
300018;WENTWORTH DOUGLASS HOSPITAL;10/01/2020;9/30/2021;118
300019;CHESHIRE MEDICAL CENTER;07/01/2021;6/30/2022;110
300020;SOUTHERN NH MEDICAL CENTER;07/01/2021;6/30/2022;135
300023;EXETER HOSPITAL  INC.;10/01/2020;9/30/2021;99
300029;PORTSMOUTH REGIONAL HOSPITAL;03/01/2021;2/28/2022;184
300034;CATHOLIC MEDICAL CENTER;10/01/2020;9/30/2021;262
301300;UPPER CONNECTICUT VALLEY HOSPITAL;10/01/2020;9/30/2021;16
301301;COTTAGE HOSPITAL;10/01/2020;9/30/2021;35
301302;LITTLETON REGIONAL HEALTHCARE;10/01/2020;9/30/2021;25
301303;WEEKS MEDICAL CENTER;10/01/2020;9/30/2021;25
301304;NEW LONDON HOSPITAL;07/01/2021;6/30/2022;25
301305;ALICE PECK DAY MEMORIAL HOSPITAL;07/01/2021;6/30/2022;24
301306;FRANKLIN REGIONAL HOSPITAL;10/01/2020;4/30/2021;35
301306;CONCORD HOSPITAL - FRANKLIN;05/01/2021;9/30/2021;35
301307;MEMORIAL HOSPITAL;10/01/2020;9/30/2021;25
301308;VALLEY REGIONAL HOSPITAL;10/01/2020;9/30/2021;25
301309;MONADNOCK COMMUNITY HOSPITAL;10/01/2020;9/30/2021;25
301310;ANDROSCOGGIN VALLEY HOSPITAL;10/01/2020;9/30/2021;25
301311;SPEARE MEMORIAL HOSPITAL;07/01/2021;6/30/2022;25
301312;HUGGINS HOSPITAL;10/01/2020;9/30/2021;25
303026;NORTHEAST REHABILITATION HOSPITAL;06/01/2021;5/31/2022;135
303027;ENCOMPASS HEALTH REHABILITATION HOSP;01/01/2021;12/31/2021;50
304000;NEW HAMPSHIRE HOSPITAL;07/01/2021;6/30/2022;184
304001;HAMPSTEAD HOSPITAL;01/01/2021;12/31/2021;111
310001;HACKENSACK UNIVERSITY MEDICAL CENTER;01/01/2021;12/31/2021;702
310002;NEWARK BETH ISRAEL MEDICAL CENTER;01/01/2021;12/31/2021;470
310003;PALISADES MEDICAL CENTER;01/01/2021;12/31/2021;186
310005;HUNTERDON MEDICAL CENTER;01/01/2021;12/31/2021;184
310006;ST. MARYS HOSPITAL - PASSAIC;01/01/2021;12/31/2021;169
310008;HOLY NAME HOSPITAL;01/01/2021;12/31/2021;312
310009;CLARA MAASS MEDICAL CENTER;01/01/2021;12/31/2021;342
310010;PRINCETON HEALTHCARE SYSTEM;07/01/2021;6/30/2022;355
310011;CAPE REGIONAL MEDICAL CENTER;01/01/2021;12/31/2021;149
310012;THE VALLEY HOSPITAL;01/01/2021;12/31/2021;335
310014;COOPER UNIVERSITY HOSPITAL;01/01/2021;12/31/2021;564
310015;MORRISTOWN MEDICAL CENTER;01/01/2021;12/31/2021;739
310016;CHRIST HOSPITAL;01/01/2021;12/31/2021;163
310017;CHILTON HOSPITAL;01/01/2021;12/31/2021;200
310019;ST. JOSEPHS UNIVERSITY MEDICAL CENT;01/01/2021;12/31/2021;698
310021;ST. FRANCIS - TRENTON;07/01/2021;6/30/2022;134
310022;WEST JERSEY HEALTH SYSTEM;01/01/2021;12/31/2021;587
310024;ROBERT WOOD JOHNSON HOSPITAL @ RAHW;01/01/2021;12/31/2021;139
310025;BAYONNE MEDICAL CENTER;01/01/2021;12/31/2021;152
310027;TRINITAS HOSPITAL;01/01/2021;12/31/2021;442
310028;NEWTON MEDICAL CENTER;01/01/2021;12/31/2021;155
310029;OUR LADY OF LOURDES MED. CTR.;01/01/2021;12/31/2021;336
310031;DEBORAH HEART AND LUNG CENTER;01/01/2021;12/31/2021;86
310032;INSPIRA MEDICAL CENTER VINELAND;01/01/2021;12/31/2021;347
310034;RIVERVIEW MEDICAL CENTER;01/01/2021;12/31/2021;289
